signal_t,numsig_ratio,num_PvsN,t-1vst,OCt-1Over1p,target,position_type,metric,value
p,Under20p,moreP,same,over1p,2to9,롱,부분 익절,3.884
p,Under20p,moreP,same,over1p,2to9,롱,손실 전체,38.7674
p,Under20p,moreP,same,over1p,2to9,롱,익절선보다 큰 손실,24.7285
p,Under20p,moreP,same,over1p,2to9,롱,손실 평균,-3.4593
p,Under20p,moreP,same,over1p,2to9,롱,손실 중위값,-2.7106
p,Under20p,moreP,same,over1p,2to9,숏,완전 익절,68.2738
p,Under20p,moreP,same,over1p,2to9,숏,부분 익절,6.8336
p,Under20p,moreP,same,over1p,2to9,숏,손실 전체,24.8927
p,Under20p,moreP,same,over1p,2to9,숏,익절선보다 큰 손실,13.7064
p,Under20p,moreP,same,over1p,2to9,숏,손실 평균,4.0457
p,Under20p,moreP,same,over1p,2to9,숏,손실 중위값,2.2715
p,Over20p,moreN,diff,under1p,2to9,양방향,양쪽 다 털기,30.2083
p,Over20p,moreN,diff,under1p,2to9,양방향,양쪽 부분 털기,5.2083
p,Over20p,moreN,diff,under1p,2to9,양방향,횡보,4.1667
p,Over20p,moreN,diff,under1p,2to9,양방향,한쪽 박살,43.75
p,Over20p,moreN,diff,under1p,2to9,롱,완전 익절,62.5
p,Over20p,moreN,diff,under1p,2to9,롱,부분 익절,6.25
p,Over20p,moreN,diff,under1p,2to9,롱,손실 전체,31.25
p,Over20p,moreN,diff,under1p,2to9,롱,익절선보다 큰 손실,20.8333
p,Over20p,moreN,diff,under1p,2to9,롱,손실 평균,-4.6374
p,Over20p,moreN,diff,under1p,2to9,롱,손실 중위값,-4.1877
p,Over20p,moreN,diff,under1p,2to9,숏,완전 익절,63.5417
p,Over20p,moreN,diff,under1p,2to9,숏,부분 익절,3.125
p,Over20p,moreN,diff,under1p,2to9,숏,손실 전체,33.3333
p,Over20p,moreN,diff,under1p,2to9,숏,익절선보다 큰 손실,22.9167
p,Over20p,moreN,diff,under1p,2to9,숏,손실 평균,5.0707
p,Over20p,moreN,diff,under1p,2to9,숏,손실 중위값,4.1419
p,Over20p,moreN,diff,over1p,2to9,양방향,양쪽 다 털기,51.1706
p,Over20p,moreN,diff,over1p,2to9,양방향,양쪽 부분 털기,1.6722
p,Over20p,moreN,diff,over1p,2to9,양방향,횡보,2.0067
p,Over20p,moreN,diff,over1p,2to9,양방향,한쪽 박살,37.4582
p,Over20p,moreN,diff,over1p,2to9,롱,완전 익절,86.6221
p,Over20p,moreN,diff,over1p,2to9,롱,부분 익절,2.0067
p,Over20p,moreN,diff,over1p,2to9,롱,손실 전체,11.3712
p,Over20p,moreN,diff,over1p,2to9,롱,익절선보다 큰 손실,6.3545
p,Over20p,moreN,diff,over1p,2to9,롱,손실 평균,-3.9271
p,Over20p,moreN,diff,over1p,2to9,롱,손실 중위값,-2.5839
p,Over20p,moreN,diff,over1p,2to9,숏,완전 익절,62.5418
p,Over20p,moreN,diff,over1p,2to9,숏,부분 익절,1.0033
p,Over20p,moreN,diff,over1p,2to9,숏,손실 전체,36.4548
p,Over20p,moreN,diff,over1p,2to9,숏,익절선보다 큰 손실,31.1037
p,Over20p,moreN,diff,over1p,2to9,숏,손실 평균,8.5337
p,Over20p,moreN,diff,over1p,2to9,숏,손실 중위값,7.0391
p,Over20p,moreN,same,under1p,2to9,양방향,양쪽 다 털기,34.8485
p,Over20p,moreN,same,under1p,2to9,양방향,양쪽 부분 털기,4.5455
p,Over20p,moreN,same,under1p,2to9,양방향,횡보,7.5758
p,Over20p,moreN,same,under1p,2to9,양방향,한쪽 박살,36.3636
p,Over20p,moreN,same,under1p,2to9,롱,완전 익절,65.1515
p,Over20p,moreN,same,under1p,2to9,롱,부분 익절,7.5758
p,Over20p,moreN,same,under1p,2to9,롱,손실 전체,27.2727
p,Over20p,moreN,same,under1p,2to9,롱,익절선보다 큰 손실,19.697
p,Over20p,moreN,same,under1p,2to9,롱,손실 평균,-3.3715
p,Over20p,moreN,same,under1p,2to9,롱,손실 중위값,-3.2141
p,Over20p,moreN,same,under1p,2to9,숏,완전 익절,62.1212
p,Over20p,moreN,same,under1p,2to9,숏,부분 익절,4.5455
p,Over20p,moreN,same,under1p,2to9,숏,손실 전체,33.3333
p,Over20p,moreN,same,under1p,2to9,숏,익절선보다 큰 손실,16.6667
p,Over20p,moreN,same,under1p,2to9,숏,손실 평균,3.7888
p,Over20p,moreN,same,under1p,2to9,숏,손실 중위값,1.9981
p,Over20p,moreN,same,over1p,2to9,양방향,양쪽 다 털기,50.6726
p,Over20p,moreN,same,over1p,2to9,양방향,양쪽 부분 털기,2.2422
p,Over20p,moreN,same,over1p,2to9,양방향,횡보,0.8969
p,Over20p,moreN,same,over1p,2to9,양방향,한쪽 박살,39.0135
p,Over20p,moreN,same,over1p,2to9,롱,완전 익절,76.2332
p,Over20p,moreN,same,over1p,2to9,롱,부분 익절,1.7937
p,Over20p,moreN,same,over1p,2to9,롱,손실 전체,21.9731
p,Over20p,moreN,same,over1p,2to9,롱,익절선보다 큰 손실,17.0404
p,Over20p,moreN,same,over1p,2to9,롱,손실 평균,-5.1897
p,Over20p,moreN,same,over1p,2to9,롱,손실 중위값,-3.6396
p,Over20p,moreN,same,over1p,2to9,숏,완전 익절,73.5426
p,Over20p,moreN,same,over1p,2to9,숏,부분 익절,1.3453
p,Over20p,moreN,same,over1p,2to9,숏,손실 전체,25.1121
p,Over20p,moreN,same,over1p,2to9,숏,익절선보다 큰 손실,21.9731
p,Over20p,moreN,same,over1p,2to9,숏,손실 평균,7.8918
p,Over20p,moreN,same,over1p,2to9,숏,손실 중위값,5.4141
p,Over20p,moreP,diff,under1p,2to9,양방향,양쪽 다 털기,12.2128
p,Over20p,moreP,diff,under1p,2to9,양방향,양쪽 부분 털기,5.4685
p,Over20p,moreP,diff,under1p,2to9,양방향,횡보,23.0528
p,Over20p,moreP,diff,under1p,2to9,양방향,한쪽 박살,34.1092
p,Over20p,moreP,diff,under1p,2to9,롱,완전 익절,50.3656
p,Over20p,moreP,diff,under1p,2to9,롱,부분 익절,13.0036
p,Over20p,moreP,diff,under1p,2to9,롱,손실 전체,36.6309
p,Over20p,moreP,diff,under1p,2to9,롱,익절선보다 큰 손실,12.2725
p,Over20p,moreP,diff,under1p,2to9,롱,손실 평균,-1.7778
p,Over20p,moreP,diff,under1p,2to9,롱,손실 중위값,-1.2546
p,Over20p,moreP,diff,under1p,2to9,숏,완전 익절,38.7944
p,Over20p,moreP,diff,under1p,2to9,숏,부분 익절,13.2796
p,Over20p,moreP,diff,under1p,2to9,숏,손실 전체,47.926
p,Over20p,moreP,diff,under1p,2to9,숏,익절선보다 큰 손실,21.8368
p,Over20p,moreP,diff,under1p,2to9,숏,손실 평균,2.2966
p,Over20p,moreP,diff,under1p,2to9,숏,손실 중위값,1.824
p,Over20p,moreP,diff,over1p,2to9,양방향,양쪽 다 털기,24.6123
p,Over20p,moreP,diff,over1p,2to9,양방향,양쪽 부분 털기,4.9538
p,Over20p,moreP,diff,over1p,2to9,양방향,횡보,14.002
p,Over20p,moreP,diff,over1p,2to9,양방향,한쪽 박살,36.7501
p,Over20p,moreP,diff,over1p,2to9,롱,완전 익절,63.1221
p,Over20p,moreP,diff,over1p,2to9,롱,부분 익절,10.0064
p,Over20p,moreP,diff,over1p,2to9,롱,손실 전체,26.8715
p,Over20p,moreP,diff,over1p,2to9,롱,익절선보다 큰 손실,10.9937
p,Over20p,moreP,diff,over1p,2to9,롱,손실 평균,-2.4299
p,Over20p,moreP,diff,over1p,2to9,롱,손실 중위값,-1.5905
p,Over20p,moreP,diff,over1p,2to9,숏,완전 익절,47.4882
p,Over20p,moreP,diff,over1p,2to9,숏,부분 익절,7.7821
p,Over20p,moreP,diff,over1p,2to9,숏,손실 전체,44.7297
p,Over20p,moreP,diff,over1p,2to9,숏,익절선보다 큰 손실,25.7564
p,Over20p,moreP,diff,over1p,2to9,숏,손실 평균,3.2747
p,Over20p,moreP,diff,over1p,2to9,숏,손실 중위값,2.4278
p,Over20p,moreP,same,under1p,2to9,양방향,양쪽 다 털기,12.1411
p,Over20p,moreP,same,under1p,2to9,양방향,양쪽 부분 털기,4.8367
p,Over20p,moreP,same,under1p,2to9,양방향,횡보,27.4318
p,Over20p,moreP,same,under1p,2to9,양방향,한쪽 박살,29.3431
p,Over20p,moreP,same,under1p,2to9,롱,완전 익절,46.4106
p,Over20p,moreP,same,under1p,2to9,롱,부분 익절,15.6497
p,Over20p,moreP,same,under1p,2to9,롱,손실 전체,37.9397
p,Over20p,moreP,same,under1p,2to9,롱,익절선보다 큰 손실,10.0592
p,Over20p,moreP,same,under1p,2to9,롱,손실 평균,-1.6475
p,Over20p,moreP,same,under1p,2to9,롱,손실 중위값,-1.0492
p,Over20p,moreP,same,under1p,2to9,숏,완전 익절,38.2986
p,Over20p,moreP,same,under1p,2to9,숏,부분 익절,14.1062
p,Over20p,moreP,same,under1p,2to9,숏,손실 전체,47.5951
p,Over20p,moreP,same,under1p,2to9,숏,익절선보다 큰 손실,19.2839
p,Over20p,moreP,same,under1p,2to9,숏,손실 평균,2.203
p,Over20p,moreP,same,under1p,2to9,숏,손실 중위값,1.5591
p,Over20p,moreP,same,over1p,2to9,양방향,양쪽 다 털기,31.232
p,Over20p,moreP,same,over1p,2to9,양방향,양쪽 부분 털기,5.4512
p,Over20p,moreP,same,over1p,2to9,양방향,횡보,7.3758
p,Over20p,moreP,same,over1p,2to9,양방향,한쪽 박살,35.888
p,Over20p,moreP,same,over1p,2to9,롱,완전 익절,67.9037
p,Over20p,moreP,same,over1p,2to9,롱,부분 익절,6.9609
p,Over20p,moreP,same,over1p,2to9,롱,손실 전체,25.1354
p,Over20p,moreP,same,over1p,2to9,롱,익절선보다 큰 손실,10.8563
p,Over20p,moreP,same,over1p,2to9,롱,손실 평균,-2.7848
p,Over20p,moreP,same,over1p,2to9,롱,손실 중위값,-1.6479
p,Over20p,moreP,same,over1p,2to9,숏,완전 익절,55.9525
p,Over20p,moreP,same,over1p,2to9,숏,부분 익절,5.0709
p,Over20p,moreP,same,over1p,2to9,숏,손실 전체,38.9766
p,Over20p,moreP,same,over1p,2to9,숏,익절선보다 큰 손실,25.0317
p,Over20p,moreP,same,over1p,2to9,숏,손실 평균,3.6362
p,Over20p,moreP,same,over1p,2to9,숏,손실 중위값,2.8056
